"id","timestamp","body","recipient_id","user_id","sid"
2302,"2021-06-16 14:36:27.469155+00","oh man es tut mir voll leid😢",29,34,1
2303,"2021-06-16 14:36:32.510657+00","Hallo?? Wo bleibst du??? 😡👀",19,28,1
2304,"2021-06-16 14:36:32.519365+00","Hey wie läufts so?👀",22,11,17
2305,"2021-06-16 14:36:36.065851+00","du auch?👀",33,37,0
2306,"2021-06-16 14:36:36.70649+00","ich wart hier seit 20 Minuten und es is voll kalt!😡",34,29,1
2307,"2021-06-16 14:36:39.413518+00","aber ich bin heute vor meiner haustüre ausgerutscht😡",29,34,1
2308,"2021-06-16 14:36:40.079903+00","Was is los?👀",34,29,1
2309,"2021-06-16 14:36:44.767731+00","Hey wie geht es dir denn ich habe gehört du hast sehr viel Stress in der Uni und Arbeit. 👀",12,23,17
2310,"2021-06-16 14:36:53.479399+00","ich bin soo sauer, es ist so einschlechter tag heute😡",29,34,1
2311,"2021-06-16 14:36:56.290496+00","Was? 😲😢 Hast du dir weh getan?👀",34,29,1
2312,"2021-06-16 14:36:56.603897+00","ich warte seit 20 min hier und bin halb am erfrieren😡",28,19,1
2313,"2021-06-16 14:37:02.902428+00","ich auch los gehts 😊",37,33,0
2314,"2021-06-16 14:37:03.524425+00","es musste sogar der krankenwagen kommen😢",29,34,1
2315,"2021-06-16 14:37:06.228389+00","Ein Kollege hat eine nicht rückgängig-machbare Änderung in den Master-Branch gepusht. Total scheiße😡",11,22,17
2316,"2021-06-16 14:37:11.243828+00","Beginne Szenario 1",33,37,1
2317,"2021-06-16 14:37:11.670773+00","Hey sry ich weiß wir waren verabredet - ich lieg im Krankenhaus...😢",25,17,1
2318,"2021-06-16 14:37:14.639381+00","Waaaaas??? 😱😱😱",34,29,1
2319,"2021-06-16 14:37:19.0765+00","Geht's dir gut? 😢",34,29,1
2320,"2021-06-16 14:37:20.227746+00","das regt mich total auf. 😡",11,22,17
2321,"2021-06-16 14:37:23.802784+00","Und jetzt sitz ich hier und muss warten was ich habe😢",29,34,1
2322,"2021-06-16 14:37:30.137548+00","Hey! schön, dass du frägst. Ja da geht es gerade drunter und drüber 🤢",23,12,17
2323,"2021-06-16 14:37:30.656806+00","das ist ja echt blöd😱",22,11,17
2324,"2021-06-16 14:37:30.799866+00","Hi user17! 😊",32,15,17
2325,"2021-06-16 14:37:34.05661+00","jaja, aber ich glaube mein knöchel ist verstaucht😢",29,34,1
2326,"2021-06-16 14:37:36.525638+00","vielleicht muss ich jetzt alles neu schreiben😢",11,22,17
2327,"2021-06-16 14:37:38.784609+00","Wie geht es dir? 😊",23,12,17
2328,"2021-06-16 14:37:45.453691+00","oh nein 😱 was ist passiert?😢",17,25,1
2329,"2021-06-16 14:37:48.746821+00","Oje 😱",12,23,17
2330,"2021-06-16 14:37:49.026944+00","wo bist du, ich warte hier seit 20min und kann dich nirgendswo entdecken 😡",33,37,1
2331,"2021-06-16 14:37:49.820978+00","ich wurde schon geröngt, aber der arzt braucht gerade noch😡",29,34,1
2332,"2021-06-16 14:37:51.141263+00","kann ich dir irgednwie helfen?😊",22,11,17
2333,"2021-06-16 14:37:55.985963+00","Hallo user06 😊",15,32,17
2334,"2021-06-16 14:37:56.790498+00","ohje! 😢 in welchem Krankenhaus bist du? 👀",34,29,1
2335,"2021-06-16 14:37:58.956385+00","die sind eh insgesamt langsam hier😡",29,34,1
2336,"2021-06-16 14:38:00.063378+00","Was musst denn alles machen? 👀",12,23,17
2337,"2021-06-16 14:38:01.040724+00","hallo?!?😡",28,19,1
2338,"2021-06-16 14:38:01.397705+00","Ich warte auch seit 20 Minuten hier.. es ist ar***kalt 😡",19,28,1
2339,"2021-06-16 14:38:06.116224+00","im schwabinger klinikum😊",29,34,1
2340,"2021-06-16 14:38:12.645603+00","ja, ich hab auch mal ewig warten müssen in der Notaufnahme 😡",34,29,1
2341,"2021-06-16 14:38:14.511995+00","ich hatte mich so auf das kino gefreut😢",29,34,1
2342,"2021-06-16 14:38:15.449788+00","wo wartest du denn?👀",28,19,1
2343,"2021-06-16 14:38:15.828074+00","das wäre total cool. ich bin völlig fertig😲",11,22,17
2344,"2021-06-16 14:38:15.9711+00","Außerdem hat der Film schon begonnen 😲😢",19,28,1
2345,"2021-06-16 14:38:16.545372+00","Mir gehts es ganz gut ich habe zum Glück nicht so viel Stress im Moment.😊",12,23,17
2346,"2021-06-16 14:38:17.123227+00","der film hat auch schon längst angefangen 😡",33,37,1
2347,"2021-06-16 14:38:30.559247+00","kann ich gerne machen🥰",22,11,17
2348,"2021-06-16 14:38:31.98146+00","aber lass uns das dann bald nachholen🥰",29,34,1
2349,"2021-06-16 14:38:34.914173+00","ich steh doch vorm Kino und werte seit 20 min hier😡",28,19,1
2350,"2021-06-16 14:38:39.093517+00","Ja vor dem Kino?😲",19,28,1
2351,"2021-06-16 14:38:39.178381+00","ja sorry mir ist was dazwischen gekommen😢",37,33,1
2352,"2021-06-16 14:38:40.888106+00","das ist total nett von dir😊",11,22,17
2353,"2021-06-16 14:38:40.905087+00","tut mir leid, dass es heute nicht klappt😢",29,34,1
2354,"2021-06-16 14:38:45.929511+00","Oh mann. Jetzt tut's mir voll leid, dass ich sauer war 😢 soll ich kommen und dir Gesellschaft leisten?😊",34,29,1
2355,"2021-06-16 14:38:46.811992+00","Ach gerade stehen einige Projekte an und bald sind auch Abgaben und Klausuren. Ich mag die Klausurphase einfach nicht 😢",23,12,17
2356,"2021-06-16 14:38:50.011602+00","also was blödes passiert😱",37,33,1
2357,"2021-06-16 14:38:53.10807+00","und was? 😡",33,37,1
2358,"2021-06-16 14:38:53.795929+00","ja genau 😡",28,19,1
2359,"2021-06-16 14:39:05.587985+00","Ach das ist schön, so unbeschwert 😊",23,12,17
2360,"2021-06-16 14:39:06.485719+00","alles gut, du musstest ja auch lange warten😢",29,34,1
2361,"2021-06-16 14:39:07.351192+00","gar kein Problem, dann komm ich einfach morgen bei dir vorbei. Passt dir das?👀",22,11,17
2362,"2021-06-16 14:39:09.211314+00","Das kann ich gut verstehen. 😢",12,23,17
2363,"2021-06-16 14:39:10.931009+00","ich war wolte mich grade auf den Weg machen und bin vor der Haustür ausgerutscht....richtig blöd gefallen 😢",25,17,1
2364,"2021-06-16 14:39:14.94277+00","Aber auf jeden Fall können wir es nachholen 🥰",34,29,1
2365,"2021-06-16 14:39:14.979403+00","der Film hat schon angefangen ich hab mich so darauf gefreut😢",28,19,1
2366,"2021-06-16 14:39:16.426136+00","sehr gerne, da würde ich mich sehr freuen🥰",29,34,1
2367,"2021-06-16 14:39:23.681459+00","Kann ich dir irgendwie helfen? 👀",12,23,17
2368,"2021-06-16 14:39:25.492389+00","Na, wie läuft's? Du hattest letztes Mal ja erwähnt, dass recht viele Sachen bei dir anstehen. 👀",32,15,17
2369,"2021-06-16 14:39:25.97924+00","Dann mal gute Besserung 😊 und bis bald",34,29,1
2370,"2021-06-16 14:39:27.116041+00","Wir hatten doch heute 16:15 Uhr ausgemacht? 😲😡",19,28,1
2371,"2021-06-16 14:39:27.635555+00","Szenario 1 beendet",29,34,1
2372,"2021-06-16 14:39:30.989297+00","dass du mir nichtmal absagen kannst😡",33,37,1
2373,"2021-06-16 14:39:32.468693+00","ja, das wäre echt super!! Dann programmieren wir zusammen und lösen das Problem🥰",11,22,17
2374,"2021-06-16 14:39:36.522934+00","Ich warte seitdem vor dem Kino auf dich😡",19,28,1
2375,"2021-06-16 14:39:41.025119+00","Beginne Szenario 2",29,34,2
2376,"2021-06-16 14:39:41.488838+00","Zum Glück hat meine Mum gleich den Krankenwagen gerufen 🥰",25,17,1
2377,"2021-06-16 14:39:42.467972+00","oh man das tut mir leid 😢 inwiefern hast du dich verletzt?",17,25,1
2378,"2021-06-16 14:39:43.043608+00","cool, bis dann 😊",22,11,17
2379,"2021-06-16 14:39:43.795765+00","Bin gerade ausgerutscht vor der Tür auf dem Glatteis und naja.. ich bin so blöd gefallen dass ich im Kranknehaus liege.😢",37,33,1
2380,"2021-06-16 14:39:44.53122+00","und friere😡😢",19,28,1
2381,"2021-06-16 14:39:44.543275+00","Beginne Szenario 2",34,29,2
2382,"2021-06-16 14:39:45.020238+00","Ich mag meinen Kollegen nicht mehr.🤢",11,22,17
2383,"2021-06-16 14:39:50.293996+00","Ich studiere ja auch Informatik vielleicht habe ich noch alte Zusammenfassungen die dir helfen. 🥰",12,23,17
2384,"2021-06-16 14:39:55.45906+00","ich bin aber doch auch vor dem Kino und warte auf dich und friere👀",28,19,1
2385,"2021-06-16 14:39:57.821354+00","Ich muss dir was erzählen.... Merlin, mein Hunde, ist gestern gestorben😢",29,34,2
2386,"2021-06-16 14:40:01.030185+00","Wollte dir früher schreiben aber es ging nicht im Krankenwagen. Sorry😢",37,33,1
2387,"2021-06-16 14:40:01.683456+00","Bis dann!😊",11,22,17
2388,"2021-06-16 14:40:03.462646+00","super dass deine Mum da war 😊",17,25,1
2389,"2021-06-16 14:40:05.357373+00","sind wir vor dem gleichen Kino?😲",28,19,1
2390,"2021-06-16 14:40:06.323969+00","Szenario 17 beendet",11,22,17
2391,"2021-06-16 14:40:11.120936+00","Bist du vor dem Maltheser Filmpalast oder was? 👀",19,28,1
2392,"2021-06-16 14:40:11.695799+00","ich bin so traurig😢",29,34,2
2393,"2021-06-16 14:40:12.785328+00","du bist im krankenhaus 😱😲",33,37,1
2394,"2021-06-16 14:40:14.708154+00","Oh nein 😢 das ist ja schrecklich. Das tut mir voll leid 😢",34,29,2
2395,"2021-06-16 14:40:18.074684+00","Beginne Szenario 18",22,11,18
2396,"2021-06-16 14:40:19.751492+00","es war so plötzlich😢",29,34,2
2397,"2021-06-16 14:40:23.49075+00","ne ich bin beim cineplex 😲",28,19,1
2398,"2021-06-16 14:40:25.70946+00","dankee🥰",29,34,2
2399,"2021-06-16 14:40:26.390983+00","Jaa, das glaub ich dir. 😢 War er krank? 👀",34,29,2
2400,"2021-06-16 14:40:29.233165+00","Also hier stehe ich nämlich 😲",19,28,1
2401,"2021-06-16 14:40:31.487162+00","Zum Glück nicht gebrochen, aber ich bin richtig blöd auf Steißbein gefallen 😱",25,17,1
2402,"2021-06-16 14:40:33.515286+00","Das würde sich natürlich super anbieten, möglicherweise könntest du mir helfen ein Neuronales Netz mit aufzusetzen. Ich tu mich da immer ein bisschen schwer 👀",23,12,17
2403,"2021-06-16 14:40:34.558999+00","Hunde sind einfach die besten 🥰😢",34,29,2
2404,"2021-06-16 14:40:37.110045+00","aber ich glaube ich brauch etwas ablenkung👀",29,34,2
2405,"2021-06-16 14:40:39.712189+00","Was?? 😢😲",19,28,1
2406,"2021-06-16 14:40:40.291191+00","Irgendwas ist mit dem Steissbein. Werde gleich geröngt😱",37,33,1
2407,"2021-06-16 14:40:40.811658+00","ist vollkommen verständlich, dass du dann gerade was bessere zu tun hast als mir zu schreiben 😱#",33,37,1
2408,"2021-06-16 14:40:43.396441+00","jaa ich habe ihn so geliebt😢🥰",29,34,2
2409,"2021-06-16 14:40:47.648704+00","Natürlich würden mir auch die Zusammenfassungen schon ziemlich helfen 🥰",23,12,17
2410,"2021-06-16 14:40:52.340463+00","Krasse Party gestern!😊",11,22,18
2411,"2021-06-16 14:40:57.261214+00","oh nein dann warten wir beide sei 20 min und erfieren 😢",28,19,1
2412,"2021-06-16 14:40:57.789556+00","oh mein gott, das tut mir leid 😱",33,37,1
2413,"2021-06-16 14:41:01.185256+00","Ich dachte es war klar dass wir uns am Maltheser treffen 😱",19,28,1
2414,"2021-06-16 14:41:03.419627+00","Ja natürlich sehr gerne ich habe eh zur Zeit nicht so viel zu tun 😊",12,23,17
2415,"2021-06-16 14:41:04.419318+00","und haben den Film verpasst😢",28,19,1
2416,"2021-06-16 14:41:05.692869+00","bin völlig verkatert🤢",11,22,18
2417,"2021-06-16 14:41:06.327539+00","Hey, kann es sein, dass mein Portmonnaie noch bei dir liegt?👀",22,11,18
2418,"2021-06-16 14:41:07.072423+00","jaa wir waren letztens beim tierarzt und der hat einen tumor festgestellt 😱",29,34,2
2419,"2021-06-16 14:41:07.930894+00","Wenn du willst lade ich dich nächste woche auf den Film ein wenns mir besser geht.👀",37,33,1
2420,"2021-06-16 14:41:12.735054+00","ich dachte auch dass es klar war😢",28,19,1
2421,"2021-06-16 14:41:15.406333+00","ja wirklich... 😢",19,28,1
2422,"2021-06-16 14:41:15.589584+00","Wir können und nächste Woche treffen wenn du willst. 🥰",12,23,17
2423,"2021-06-16 14:41:16.250952+00","und dann mussten wir ihn heute einschläfern😢",29,34,2
2424,"2021-06-16 14:41:17.976024+00","wie gehts dir denn jetzt 😱😲",33,37,1
2425,"2021-06-16 14:41:18.859661+00","Ich schaue nach. Einen Moment.👀",11,22,18
2426,"2021-06-16 14:41:20.719876+00","ich bin auch ziemlcih fertig🤢",22,11,18
2427,"2021-06-16 14:41:21.252475+00","ohje 😢😢😢",34,29,2
2428,"2021-06-16 14:41:22.328921+00","freut mich dass es nicht gebrochen ist 😊 dann können wir ja nochmal ins kino sobald es dir besser geht 😊",17,25,1
2429,"2021-06-16 14:41:26.212583+00","12 Jahre war er an meiner seite😢",29,34,2
2430,"2021-06-16 14:41:26.70704+00","dann lass uns was essen gehen und die späte Vorstellung besuchen😊",28,19,1
2431,"2021-06-16 14:41:27.697003+00","cool, danke😊",22,11,18
2432,"2021-06-16 14:41:29.649459+00","oh mann ey.. wie konnte das passieren? 😢",19,28,1
2433,"2021-06-16 14:41:32.793409+00","Danke dir!🥰 die schmerzen sind jetzt echt besser. 🥰",37,33,1
2434,"2021-06-16 14:41:38.579014+00","kann mir gar nicht ein Leben ohne ihn vorstellen😱",29,34,2
2435,"2021-06-16 14:41:41.412958+00","Ich habe 48 Bier getrunken, ein Wunder dass ich noch Lebe😊",11,22,18
2436,"2021-06-16 14:41:43.093757+00","ja, lass das so machen, aber hauptsache es geht dir gut 🥰😱",33,37,1
2437,"2021-06-16 14:41:43.655239+00","Ja das holen wir auf jeden Fall nach 🥰",25,17,1
2438,"2021-06-16 14:41:48.611859+00","Ja, obwohl heute läuft alles ziemlich super und ich denke ich kann mir bald mein Feierabend machen 😊",15,32,17
2439,"2021-06-16 14:41:50.835312+00","ja das klingt nach einem guten Kompromiss 😊",19,28,1
2440,"2021-06-16 14:41:51.578906+00","aber dann ist es wenigstens eine Erlösung für ihn und er muss nichtt mehr leiden? 🥰 Vielleicht kann dich das ein wenig trösten?",34,29,2
2441,"2021-06-16 14:41:52.721505+00","Aber mit ist es etwas peinlich und ärgere mich über mich selbst.🤢",37,33,1
2442,"2021-06-16 14:41:55.412621+00","Szenario 1 beendet",17,25,1
2443,"2021-06-16 14:41:55.900118+00","48 Bier, das ist krass😱",22,11,18
2444,"2021-06-16 14:41:59.421331+00","Ja perfekt, falls du mir deine E-Mail adresse gibst, schicke ich dir die Einladung für das Git Repository und dann kannst du es m al auf einem Branch ausprobieren. Ich würde es mir dann anschauen 🥰",23,12,17
2445,"2021-06-16 14:42:02.975086+00","Beginne Szenario 2",17,25,2
2446,"2021-06-16 14:42:05.638243+00","blödes Missverständnis😲",28,19,1
2447,"2021-06-16 14:42:07.013976+00","ja da hast du recht😊",29,34,2
2448,"2021-06-16 14:42:08.325617+00","hast du es gefunden? 👀",22,11,18
2449,"2021-06-16 14:42:09.870447+00","Klar gerne, wann hättest du da Zeit? 😊",23,12,17
2450,"2021-06-16 14:42:11.910061+00","danke dass du für mich da bist🥰",29,34,2
2451,"2021-06-16 14:42:17.373855+00","Immer 🥰",34,29,2
2452,"2021-06-16 14:42:18.153525+00","ok dann bis gleich ! 😊",28,19,1
2453,"2021-06-16 14:42:21.534049+00","Szenario 2 beendet",29,34,2
2454,"2021-06-16 14:42:22.925836+00","ok dann verschieben wir es 🥰 danke dass du es verstehst🥰",37,33,1
2455,"2021-06-16 14:42:24.793796+00","wirklich wahr 😲",19,28,1
2456,"2021-06-16 14:42:25.458421+00","musst du nicht, kann doch jedem mal passieren 😊",33,37,1
2457,"2021-06-16 14:42:26.232504+00","Beginne Szenario 3",29,34,3
2458,"2021-06-16 14:42:27.963215+00","Wo treffen wir uns denn?😊",28,19,1
2459,"2021-06-16 14:42:29.424148+00","Es ist nichts da...😱",11,22,18
2460,"2021-06-16 14:42:35.473515+00","natürlich verstehe ich das 🥰",33,37,1
2461,"2021-06-16 14:42:37.766601+00","bis gleich, freue mich 😊",19,28,1
2462,"2021-06-16 14:42:42.546105+00","Ja sehr gerne. Meine mail adresse ist test.person@gmail.com. 🥰",12,23,17
2463,"2021-06-16 14:42:43.659554+00","gute besserung 😱",33,37,1
2464,"2021-06-16 14:42:44.194975+00","hast du geschaut, ob es noch in deiner Jacke ist? 👀",11,22,18
2465,"2021-06-16 14:42:45.212403+00","ok ich schreib dir wenn ich wieder ausm Krankenhaus raus bin👀",37,33,1
2466,"2021-06-16 14:42:45.761366+00","ich mich auch😊",28,19,1
2467,"2021-06-16 14:42:46.42333+00","Jooo, ich freu mich schon so auf heute Abend 😊",34,29,3
2468,"2021-06-16 14:42:48.760409+00","jedesmal das gleiche, ständig verlier ich irgendwas😡",22,11,18
2469,"2021-06-16 14:42:50.573376+00","Danke!🥰🥰🥰",37,33,1
2470,"2021-06-16 14:42:53.414358+00","mach das 🥰",33,37,1
2471,"2021-06-16 14:42:53.581857+00","du musst anfangen 👀",17,25,2
2472,"2021-06-16 14:42:57.087021+00","Machen wir nächste Woche Mittwoch wenn das bei dir passt. 😊",12,23,17
2473,"2021-06-16 14:42:58.805555+00","Hm lass uns am Stachus im McDonalds treffen 😊",19,28,1
2474,"2021-06-16 14:43:00.688793+00","Szenario 1 beendet",33,37,1
2475,"2021-06-16 14:43:02.175102+00","Wir haben uns schon sooooo lange nicht mehr gesehen. Hab so viel zu erzählen.👀 Was wollen wir denn machen?",34,29,3
2476,"2021-06-16 14:43:03.982422+00","ok ciao ciao😊",37,33,0
2477,"2021-06-16 14:43:06.878691+00","hey...hast du grade kurz Zeit? Mein Hund ist gestern gestorben...😢😢",25,17,2
2478,"2021-06-16 14:43:07.948843+00","Ich hoffe es geht dir jetzt schon besser.🥰",12,23,17
2479,"2021-06-16 14:43:08.918472+00","Ok alles klar bis gleich😊",28,19,1
2480,"2021-06-16 14:43:13.127922+00","Szenario 1 beendet",28,19,1
2481,"2021-06-16 14:43:14.691354+00","Mensch, das ist echt doof.😢",11,22,18
2482,"2021-06-16 14:43:17.299601+00","oh man, der prof meinte gestern einfach, dass ich jetzt noch eine online studie für meiner bachelorarbeit machen muss😡",29,34,3
2483,"2021-06-16 14:43:18.157988+00","Ahh super, ich hab dir mal eine Einladung geschickt. 😊",23,12,17
2484,"2021-06-16 14:43:21.494984+00","OK, das freut mich zu hören! 😊",32,15,17
2485,"2021-06-16 14:43:27.671814+00","ja, find ich auch😢",22,11,18
2486,"2021-06-16 14:43:28.07778+00","Beginne Szenario 2",37,33,2
2487,"2021-06-16 14:43:28.820661+00","Klar Mittwochs passt bei mir super 🥰",23,12,17
2488,"2021-06-16 14:43:31.0373+00","du ich weiß nicht ob ich das dann schaffe heut abend😢",29,34,3
2489,"2021-06-16 14:43:32.8527+00","Beginne Szenario 2",19,28,2
2490,"2021-06-16 14:43:33.633484+00","sooo :) wir haben immer das gleiche Szenario oder?👀",28,19,2
2491,"2021-06-16 14:43:34.091251+00","Echt oder? 😢",34,29,3
2492,"2021-06-16 14:43:34.72558+00","Danke 🥰  dann bis nächste Woche!",12,23,17
2493,"2021-06-16 14:43:36.785239+00","Jemand hat neben mein Klo gekotzt. 🤢",11,22,18
2494,"2021-06-16 14:43:39.307192+00","Szenario 17 beendet",12,23,17
2495,"2021-06-16 14:43:40.559384+00","ich muss mich jetzt so krass ranhalten..😱",29,34,3
2496,"2021-06-16 14:43:42.45+00","Aber du sagst das nicht nur so, oder? 👀",32,15,17
2497,"2021-06-16 14:43:42.502065+00","Weißt du wer das war?👀",11,22,18
2498,"2021-06-16 14:43:44.075914+00","war zu Glück nicht viel drin😊",22,11,18
2499,"2021-06-16 14:43:44.077039+00","Beginne Szenario 18",12,23,18
2500,"2021-06-16 14:43:44.846196+00","Ja allein weil du mir schon deine Hilfe anbietest geht es mir schon besser 😊",23,12,0
2501,"2021-06-16 14:43:49.019256+00","sonst schaffe ich das niee....😢",29,34,3
2502,"2021-06-16 14:43:54.144528+00","wääh🤢",22,11,18
2503,"2021-06-16 14:44:01.025611+00","ich hatte mich auch echt schon riesig gefreut😢🥰",29,34,3
2504,"2021-06-16 14:44:02.785692+00","Wie lang glaubst du, brauchst du? 👀 vielleicht können wir ja einfach später anfangen oder uns nur auf ein Bier treffen? 👀",34,29,3
2505,"2021-06-16 14:44:03.937365+00","Szenario 2 beendet",19,28,2
2506,"2021-06-16 14:44:05.637061+00","ich weiß auch nicht😡",22,11,18
2507,"2021-06-16 14:44:07.595051+00","Hey du wie gehts dir? Ich hoffe besser als mir... mein Hund ist heute früh gestorben😢😢😢",37,33,2
2508,"2021-06-16 14:44:15.349239+00","Hey ich kann mein Portemonnaie nicht mehr finden 😱",12,23,18
2509,"2021-06-16 14:44:16.13632+00","Nein, warum? 👀",15,32,17
2510,"2021-06-16 14:44:16.652575+00","ne jetzt kommt das zweite sorry 👀",19,28,0
2511,"2021-06-16 14:44:19.774061+00","oh wirklich? das tut mir voll leid 😢😢 er war so süß 🥰 aber er hatte ein sehr schönes Leben bei dir und er war ja schon sehr alt.",17,25,2
2512,"2021-06-16 14:44:23.382588+00","ich starte nochmal 👀",19,28,0
2513,"2021-06-16 14:44:25.76905+00","Wir könnten schauen, ob jemand anderes deinen Geldbeutel hat. 👀",11,22,18
2514,"2021-06-16 14:44:26.960482+00","ok😊",28,19,0
2515,"2021-06-16 14:44:29.818609+00","Man diese Professoren immer 😡 man wartet ewig auf ne Antwort von denen, aber wenn die was wollen, muss es sofort sein 😡",34,29,3
2516,"2021-06-16 14:44:31.544041+00","Kann es sein dass ich es gestern nach der Party bei dir vergessen habe? 😱",12,23,18
2517,"2021-06-16 14:44:32.278238+00","Beginne Szenario 2",19,28,2
2518,"2021-06-16 14:44:35.081015+00","Bei mir ist er leider nicht..😢",11,22,18
2519,"2021-06-16 14:44:39.936586+00","Läuft bei unserem Projekt eigentlich alles rund? 👀",15,32,17
2520,"2021-06-16 14:44:40.825082+00","Hey, denkst du dass du es bei mir gestern liegen lassen hast? 😲",23,12,18
2521,"2021-06-16 14:44:50.205277+00","Du warst aber auch sauber besoffen 👀",23,12,18
2522,"2021-06-16 14:44:57.946768+00","du ich weiß nicht..😢 ich glaub dann kann ich auch nicht richtig entspannen.. ich glaube es wäre mir fast lieber, wenn wir es auf wann anders verschieben würden...",29,34,3
2523,"2021-06-16 14:45:02.76537+00","Ja ich weiß 😡",12,23,18
2524,"2021-06-16 14:45:06.335661+00","ja man ich bin auch so sauer😡",29,34,3
2525,"2021-06-16 14:45:08.289046+00","ja 12 Jahre hat er mich begleitet...fühlt sich an als hätte ich einen richtig guten Freund verloren 😢😢",25,17,2
2526,"2021-06-16 14:45:13.192408+00","Ich bin mir ziemlich sicher dass ich es bei dir vergessen habe 😱",12,23,18
2527,"2021-06-16 14:45:14.510436+00","okay danke😊",22,11,18
2528,"2021-06-16 14:45:18.360458+00","Szenario 18 beendet",22,11,18
2529,"2021-06-16 14:45:21.955938+00","Also ich hab die Wohnung bereits geputzt und bisher nichts gefunden 😲",23,12,18
2530,"2021-06-16 14:45:24.188433+00","Beginne Szenario 19",22,11,19
2531,"2021-06-16 14:45:32.363053+00","Ich bin ha nach der Party gleich nachhause. 😱",12,23,18
2532,"2021-06-16 14:45:33.148342+00","ok 😢 dann wann anders!😊 Wie schaut's Dienstag bei dir aus? 👀",34,29,3
2533,"2021-06-16 14:45:35.049796+00","Und diesmal hab ich wirklich gründlich geputzt 👀",23,12,18
2534,"2021-06-16 14:45:43.126004+00","ich dachte es reicht wenn ich eine literaturrecherche mache.. und jetzt muss ich die blöde studie planen und auswerten😡",29,34,3
2535,"2021-06-16 14:45:46.44821+00","Oh nein so ein Mist 😱",12,23,18
2536,"2021-06-16 14:45:46.691157+00","Mein armer Leo hat heute den zweiten Todestag😢",11,22,19
2537,"2021-06-16 14:45:53.282418+00","Wo vermutest du, dass du es liegen lassen hast? 😢",23,12,18
2538,"2021-06-16 14:45:53.837774+00","oh man! Kann ich dir iwie helfen? 👀",34,29,3
2539,"2021-06-16 14:45:53.93231+00","ich hab echt angst ich schaffe das alles nicht😱",29,34,3
2540,"2021-06-16 14:45:54.65842+00","Aber wenigstens ist er ohne Schmerzen eingeschlagen 🥰",25,17,2
2541,"2021-06-16 14:45:54.774443+00","Beim Projekt schon. Aber ich hatte letztes Mal den Eindruck, dass es dich schon ziemlich viel Kraft kostet. 😢",32,15,17
2542,"2021-06-16 14:45:55.811214+00","Szenario 2 beendet",19,28,2
2543,"2021-06-16 14:45:56.999439+00","Da war auch noch meine Kette drinnen 😡",12,23,18
